,name,location,type,adname,address
217,文光村林场,"116.316054,23.166222",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
218,利陂村林场,"116.314810,23.162705",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
219,金溪村林场,"116.303236,23.185674",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
220,娘山林场,"116.294684,23.197128",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,仙城镇素中桥仙湖风景区
221,下小坑村林场,"116.306766,23.168344",公司企业;农林牧渔基地;其它农林牧渔基地,潮南区,
222,岭龙花圃,"116.762025,23.457548",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,澄华街道老国道蓬岭路
223,凤新二路月季园,"116.791247,23.452931",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,凤新二路与信西路交叉口南40米
224,广东省农业现代化示范区,"116.792379,23.442857",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莱美路
225,老朝花木场,"116.720228,23.491461",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,X051(澄海公路)
226,五洲花木圃,"116.808701,23.478091",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,汕北大道
227,阿龙花木场,"116.804788,23.558911",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,055县道与合兴路交叉口西南320米
228,创盛蝴蝶兰基地,"116.794955,23.443473",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莱美路白沙农场内
229,乐星花卉,"116.781030,23.513114",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲上工业大道澄海永新小学西畔分教点北侧约240米
230,万宝猪场,"116.791621,23.530231",公司企业;农林牧渔基地;家禽养殖基地,澄海区,莲上镇塔山工业区
231,天时伞业,"116.832327,23.567499",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,东里镇樟林南社国道旁
232,永发电孵鹅苗,"116.811552,23.549006",公司企业;农林牧渔基地;家禽养殖基地,澄海区,南砂乡公路边邮政银行华文雅居附近
233,科牧羊场,"116.830862,23.497123",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲下镇永合路中段
234,锦辉园林,"116.759073,23.466526",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,澄华街道泰安路德泰4路星颖写字楼
235,坝头养殖场,"116.843140,23.434283",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,凤翔街道坝头养殖场
236,澄海市红岭果林场,"116.824137,23.608385",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
237,汕头市蔬菜基地南徽片区,"116.807885,23.522616",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲上镇南徽村(南发工业区东部)
238,莲上镇农业科技推广示范基地,"116.809688,23.508129",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲上镇裕德大道
239,白沙良种场,"116.801200,23.449374",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,白沙蔬菜原种研究所西北150米
240,汕头市蛋鸡场,"116.805787,23.450673",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,白沙路丰珊猪场
241,白沙种鸡场,"116.794645,23.442890",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莱美路中段
242,澄海区养殖基地南徽片区,"116.814945,23.524610",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲上镇南徽村南发大道
243,利农苗场,"116.827056,23.464088",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲鸿路与金鸿公路交叉口西320米
244,汕头市澄海区伟达种养专业合作社,"116.870855,23.530688",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,金鸿公路汕头市金港湾种养专业合作社斜对面
245,澄海区腾俊水产养殖专业合作社,"116.869135,23.595487",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,盐鸿镇金鸿公路
246,培铭园林,"116.803363,23.434151",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莱美路与兴业东路交叉口南400米
247,阿舜花木场,"116.775732,23.448367",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莱美路祥瑞家园西南侧约130米
248,老王石榴园,"116.795437,23.445500",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,汕北大道辅路与秀水路交叉口东南400米
249,科勤果园农场,"116.712526,23.520457",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,上华镇下陈村
250,乐众辣木种植基地,"116.735267,23.483480",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,澄江路澄江油站兴华路站东侧约240米
251,展农果蔬种植基地,"116.836197,23.468379",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,凤南路18号
252,岛门猪仔葡萄园,"116.739294,23.528466",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
253,本梦Wild野生牧场,"116.831363,23.497160",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,永合路
254,汕头样样有果园,"116.770692,23.529081",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲下镇管陇村东畔大园
255,振兴虾苗合昌基地,"116.861705,23.490999",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,金鸿公路
256,章籍鹅场,"116.738832,23.555630",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
257,跃门观赏鱼养殖基地,"116.814624,23.551406",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,溪南镇西社乡凤头路二十七巷1号
258,跃门观赏鱼基地,"116.814682,23.551403",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,文化路4号
259,六合南金曼农场,"116.862296,23.524235",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,溪南镇六合南
260,创嘉家庭农场,"116.745388,23.575894",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
261,鸿乐家庭农场,"116.753021,23.575143",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都镇后溪村下洋企南北片
262,坤发园艺,"116.816272,23.568328",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,东里镇三中学校对面
263,食安1号农场,"116.735722,23.582126",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都下北大道
264,腾辉生态园,"116.859027,23.519399",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,金鸿公路与金溪路交叉口西南480米
265,抗快王虾苗,"116.872326,23.552159",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
266,万利狮头鹅养殖场,"116.789012,23.514607",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,永新街道18号
267,金麟兰艺园,"116.746832,23.576077",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,后溪村板桥东片(金佳顺生态种养专业合作社)的招牌往里进约300米(恩乐家庭农场)对面
268,学亮三鸟场,"116.787134,23.570782",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都镇东山村坑顶
269,蓝颜农场,"116.854986,23.514796",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,金凤公路溪南路段辛合围南侧
270,浩大水果,"116.867723,23.572195",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
271,塘陇猪场,"116.790975,23.551304",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
272,林合狮头鹅养殖场,"116.847832,23.556196",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
273,新路鹅场,"116.801875,23.570159",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,玉莲路春晖幼儿园北侧约200米
274,山内林檎园,"116.861614,23.613525",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲花山路
275,嘉美科技农业,"116.747313,23.564559",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,前美村前美小学东侧
276,汕头市白沙禽畜原种研究所种鹅场,"116.802237,23.449048",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,兴业西二路白沙蔬菜原种研究所
277,副班养殖场,"116.829603,23.546965",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,溪南东社叶厝园
278,赵氏养蜂场,"116.783108,23.563901",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都镇南溪村
279,草莓农场,"116.753862,23.530765",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲下镇大娘巾程洋冈南溪大桥头
280,澄海区地方公路管理站苗圃场,"116.838384,23.532823",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,金溪路
281,溪南树青种养专业合作社,"116.780069,23.541954",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
282,广东食安种养专业合作社,"116.735684,23.582137",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都镇下北小学西北(下北大道)
283,鸿图狮头鹅养殖有限公司,"116.817673,23.547809",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,溪南镇西社村崔厝港东路塘池底片20号
284,白沙农场,"116.772703,23.509264",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,工业大道
285,财记鹅业养殖基地,"116.718814,23.512030",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
286,元顺农场,"116.855979,23.531155",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,金溪路南围附近
287,林业狮头鹅养殖场,"116.871508,23.558143",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,溪南镇东社村锁溪底1格
288,澄海苏氏家禽,"116.822888,23.580951",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,东里镇河美村木斗尾29-32号
289,福兴水产养殖场,"116.864101,23.460921",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲下镇福兴
290,北门林园,"116.863922,23.598264",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
291,树葡萄嘉宝果种植基地,"116.840171,23.427445",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,336省道南50米
292,荷彩姜荷花种植基地,"116.817146,23.575883",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,莲华镇梅陇村前村道往碧砂村方向600米
293,白沙丰植园(精品多肉大棚),"116.799457,23.448343",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,凤翔街道汕头市白沙蔬菜原种研究所种子加工区(昌农)东侧
294,汕头市澄海区恒川家庭农场,"116.763536,23.567277",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都镇上西村十亩池地
295,汕头市宏润果蔬专业合作社,"116.742036,23.584974",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都镇下北村贡林乡牌
296,汕头市澄海区芳辉家庭农场,"116.763174,23.567887",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,隆都大巷
297,汕头市澄海区冬晓家庭农场,"116.747302,23.574208",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,后溪村X055县道旁
298,澄海区王公山土蜂养殖场,"116.797139,23.602453",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,539国道与南宁路交叉口西北500米
299,广东潮汕佬实业股份有限公司,"116.845185,23.428448",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,凤翔街道岭海工业区风雅路3号
300,中粤园艺,"116.829261,23.461003",公司企业;农林牧渔基地;花卉苗圃基地,澄海区,金鸿公路东100米
301,汕头市澄海区规伟家庭农场,"116.860510,23.611588",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
302,裕源牧业有限公司笃丰种养场,"116.736847,23.501110",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,上坑村集贤学校附近
303,澄海凯达纯种狮头鹅苗养殖场,"116.785768,23.561088",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
304,成鑫果园,"116.841950,23.523498",公司企业;农林牧渔基地;水果基地,澄海区,溪南镇
305,梅浦梅仙园梅州洋片区莲花种植基地,"116.783766,23.552364",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,
306,汕头市澄海区臻昂狮头鹅加工场,"116.733166,23.522492",公司企业;农林牧渔基地;其它农林牧渔基地,澄海区,云乔村
307,海上渔村,"117.109995,23.474328",公司企业;农林牧渔基地;渔场,南澳县,三澳村附近海面
308,红山养殖(鲍鱼)场,"117.087705,23.410405",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,S336附近
309,深蓝水域渔场,"117.013567,23.435021",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,武帝庙西南
310,圆山村林场,"117.058703,23.456292",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,汕头南澳岛旅游区
311,走马埠村林场,"117.072358,23.470856",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,南澳岛生态旅游区
312,瀛斌农场,"117.003730,23.441125",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,黄花山国家森林公园附近
313,深澳渔业,"117.101660,23.452359",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,南山路深澳中学西北侧约260米
314,西壁角农场,"117.095897,23.446429",公司企业;农林牧渔基地;农场,南澳县,勤晖建筑工程有限公司附近
315,尚鲜田园羊屿精准扶贫示范基地,"117.046427,23.446499",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,羊屿村屿北
316,南澳县地方国营黄花山林场,"116.994804,23.445529",公司企业;农林牧渔基地;其它农林牧渔基地,南澳县,X057汕头南澳岛旅游区
